Node,Gene,Gene_family,Duplications,Transfers,Losses,Originations,Copies,annotation
83,2029,2029_MSA.fa.ufboot.ale.uml_rec,0,0.15,0.01,0.03,0.81,>opitutales_genome3|115938 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02134 replication-associated recombination protein A (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; KCTC-12870; Cerasicoccus; Cerasicoccus)
83,4874,4874_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0.02,0.81,>opitutales_genome3|117330 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05485 site-specific DNA-methyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; SIBE01; VHCZ01; VHCZ01)
83,2350,2350_MSA.fa.ufboot.ale.uml_rec,0,0.7,0,0.01,0.81,>opitutales_genome3|117701 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06243 recombination protein RecR (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Lacunisphaera; Lacunisphaera)
83,4531,4531_MSA.fa.ufboot.ale.uml_rec,0,0.61,0,0.03,0.81,>opitutales_genome3|116624 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03782 TPA
83,1086,1086_MSA.fa.ufboot.ale.uml_rec,0,0.6,0.04,0.02,0.81,>opitutales_genome3|115276 [Paralogue] opitutales_genome3|opitutales_genome3.c0000.00287 galactonate dehydratase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Terrimicrobiaceae; Terrimicrobium; Terrimicrobium)
83,5293,5293_MSA.fa.ufboot.ale.uml_rec,0,0.23,0,0.46,0.81,>opitutales_genome3|115680 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01494 DUF3996 domain-containing protein (Bacteria; Bacteroidota; Ignavibacteria; Ignavibacteriales; Ignavibacteriaceae; JABWCA01; JABWCA01)
83,6709,6709_MSA.fa.ufboot.ale.uml_rec,0,0.17,0,0.52,0.81,>opitutales_genome3|115732 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01648 oligosaccharide flippase family protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; DSM-45221; WN38; WN38)
83,495,495_MSA.fa.ufboot.ale.uml_rec,0.13,0.09,0,0.44,0.8,>opitutales_genome3|116475 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03445 LacI family DNA-binding transcriptional regulator (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Didemnitutus; Didemnitutus)
83,1942,1942_MSA.fa.ufboot.ale.uml_rec,0.07,0.56,0.05,0.11,0.8,>opitutales_genome3|116296 [Paralogue] opitutales_genome3|opitutales_genome3.c0000.03010 DEAD/DEAH box helicase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Terrimicrobiaceae; QYQL01; QYQL01)
83,38,38_MSA.fa.ufboot.ale.uml_rec,0.06,0.21,0.4,0.02,0.8,>opitutales_genome3|117663 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06154 hypothetical protein D4R65_15390 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Terrimicrobiaceae; QYQL01; QYQL01)
83,1330,1330_MSA.fa.ufboot.ale.uml_rec,0.03,0.61,0.02,0.08,0.8,>opitutales_genome3|116814 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04271 glutamate--tRNA ligase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2243,2243_MSA.fa.ufboot.ale.uml_rec,0.01,0.79,0.08,0,0.8,>opitutales_genome3|115927 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02115 FabA-like domain protein [Metabolism
83,1973,1973_MSA.fa.ufboot.ale.uml_rec,0.01,0.76,0.01,0,0.8,>opitutales_genome3|117238 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05286 adenosylhomocysteinase (Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; F-183; F-183)
83,1650,1650_MSA.fa.ufboot.ale.uml_rec,0,0.49,0.02,0.01,0.8,>opitutales_genome3|117421 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05639 HAD family phosphatase [Other Elements
83,4381,4381_MSA.fa.ufboot.ale.uml_rec,0,0.55,0,0.05,0.8,>opitutales_genome3|115985 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02260 hydrogenase iron-sulfur subunit (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; JACPZS01; JACPZS01; JACPZS01)
83,2215,2215_MSA.fa.ufboot.ale.uml_rec,0,0.29,0,0.2,0.8,>opitutales_genome3|116913 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04449 3-deoxy-D-manno-octulosonic acid transferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; CAJCBL01; CAJCBL01)
83,3482,3482_MSA.fa.ufboot.ale.uml_rec,0,0.09,0,0.01,0.8,>opitutales_genome3|115332 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00472 NAD(P) transhydrogenase subunit alpha (Bacteria; Verrucomicrobiota; Kiritimatiellae; SLAD01; WLWN01; WLWN01; WLWN01)
83,4067,4067_MSA.fa.ufboot.ale.uml_rec,0,0.11,0,0.04,0.8,>opitutales_genome3|117378 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05569 DUF1015 domain-containing protein (Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; UBA7960; SKVR01; SKVR01)
83,4234,4234_MSA.fa.ufboot.ale.uml_rec,0,0.41,0,0.27,0.8,>opitutales_genome3|116659 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03847 NADH dehydrogenase [Respiration
83,4631,4631_MSA.fa.ufboot.ale.uml_rec,0,0.09,0,0.66,0.8,>opitutales_genome3|117681 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06200 Gfo/Idh/MocA family oxidoreductase [Metabolism
83,5757,5757_MSA.fa.ufboot.ale.uml_rec,0,0.22,0,0.49,0.8,>opitutales_genome3|116439 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03347 hypothetical protein HW115_14480 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Akkermansiaceae; UBA985; UBA985)
83,6113,6113_MSA.fa.ufboot.ale.uml_rec,0,0.27,0,0.45,0.8,>opitutales_genome3|116415 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03296 helix-turn-helix domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Terrimicrobiaceae; Terrimicrobium; Terrimicrobium)
83,10,10_MSA.fa.ufboot.ale.uml_rec,0,0.04,0.09,0,0.79,>opitutales_genome3|117190 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05178 arylsulfatase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; UBA953; UBA953; UBA953)
83,3748,3748_MSA.fa.ufboot.ale.uml_rec,0,0.19,0.04,0.19,0.79,>opitutales_genome3|117093 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04927 MFS transporter (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,3221,3221_MSA.fa.ufboot.ale.uml_rec,0,0.81,0.03,0,0.79,>opitutales_genome3|115644 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01347 Rrf2 family transcriptional regulator (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; JAFGAQ01; JAFGAQ01; JAFGAQ01)
83,2744,2744_MSA.fa.ufboot.ale.uml_rec,0,0.79,0.01,0,0.79,>opitutales_genome3|115925 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02113 glycosyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; DSM-45221; UBA7441; UBA7441)
83,2180,2180_MSA.fa.ufboot.ale.uml_rec,0,0.79,0,0,0.79,>opitutales_genome3|117168 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05113 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; DSM-45221; Coraliomargarita; Coraliomargarita)
83,3188,3188_MSA.fa.ufboot.ale.uml_rec,0,0.77,0.01,0.01,0.79,>opitutales_genome3|115710 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01573 exosortase-associated EpsI family protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Verruco-01; CK1056; CK1056)
83,2352,2352_MSA.fa.ufboot.ale.uml_rec,0,0.49,0.01,0,0.79,>opitutales_genome3|117818 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06477 tryptophan synthase subunit alpha (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; EW11; EW11)
83,2382,2382_MSA.fa.ufboot.ale.uml_rec,0,0.66,0.03,0.08,0.79,>opitutales_genome3|116625 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03783 serine hydroxymethyltransferase [Carbon Cycle
83,3752,3752_MSA.fa.ufboot.ale.uml_rec,0,0.65,0.03,0.04,0.79,>opitutales_genome3|116757 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04087 cytochrome c [Sulfur Cycle
83,1992,1992_MSA.fa.ufboot.ale.uml_rec,0,0.58,0,0.08,0.79,>opitutales_genome3|116157 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02602 anthranilate synthase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Ereboglobus; Ereboglobus)
83,4181,4181_MSA.fa.ufboot.ale.uml_rec,0,0.53,0,0.26,0.79,>opitutales_genome3|116234 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02802 MFS transporter (Bacteria; Omnitrophota; Koll11; UBA10183; UBA10183; JAHJHC01; JAHJHC01)
83,3529,3529_MSA.fa.ufboot.ale.uml_rec,0,0.52,0,0.13,0.79,>opitutales_genome3|117228 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05272 NAAT family transporter (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2501,2501_MSA.fa.ufboot.ale.uml_rec,0,0.26,0,0.07,0.79,>opitutales_genome3|117908 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06607 sulfate adenylyltransferase subunit CysD [Sulfur Cycle
83,5085,5085_MSA.fa.ufboot.ale.uml_rec,0,0.37,0,0.33,0.79,>opitutales_genome3|117411 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05618 mitochondrial fission ELM1 family protein (Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Thiobacillaceae; Sulfuritortus; Sulfuritortus)
83,5282,5282_MSA.fa.ufboot.ale.uml_rec,0,0.27,0,0.35,0.79,>opitutales_genome3|116090 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02458 DUF58 domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Methylacidiphilales; UBA1321; LW23; LW23)
83,635,635_MSA.fa.ufboot.ale.uml_rec,0.08,0.11,0,0.19,0.78,>opitutales_genome3|115403 [Paralogue] opitutales_genome3|opitutales_genome3.c0000.00626 TPA
83,2055,2055_MSA.fa.ufboot.ale.uml_rec,0.01,0.78,0.01,0,0.78,>opitutales_genome3|117748 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06354 alanine--tRNA ligase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA5691; UBA5691)
83,2416,2416_MSA.fa.ufboot.ale.uml_rec,0,0.76,0,0,0.78,>opitutales_genome3|117581 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05972 TPA
83,3029,3029_MSA.fa.ufboot.ale.uml_rec,0,0.76,0,0.01,0.78,>opitutales_genome3|116015 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02317 histidinol-phosphatase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; ER46; ER46)
83,4392,4392_MSA.fa.ufboot.ale.uml_rec,0,0.72,0.03,0.04,0.78,>opitutales_genome3|116896 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04421 glucose-1-phosphate cytidylyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Terrimicrobiaceae; Terrimicrobium; Terrimicrobium)
83,5870,5870_MSA.fa.ufboot.ale.uml_rec,0,0.38,0.01,0.25,0.78,>opitutales_genome3|115998 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02296 AbrB/MazE/SpoVT family DNA-binding domain-containing protein (Bacteria; Bacteroidota; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium; Chlorobium)
83,918,918_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.01,0,0.78,>opitutales_genome3|116323 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03085 phosphoglycerate dehydrogenase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; ER46; ER46)
83,2283,2283_MSA.fa.ufboot.ale.uml_rec,0,0.65,0,0.07,0.78,>opitutales_genome3|115706 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01568 capsule biosynthesis protein CapD (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; AV2; AV2; AV2)
83,2122,2122_MSA.fa.ufboot.ale.uml_rec,0,0.62,0.02,0.09,0.78,>opitutales_genome3|116084 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02452 phosphoglycerate kinase [Metabolism
83,1884,1884_MSA.fa.ufboot.ale.uml_rec,0,0.6,0.03,0,0.78,>opitutales_genome3|115924 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02112 hypothetical protein DRP71_00090 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,3172,3172_MSA.fa.ufboot.ale.uml_rec,0,0.55,0.02,0.04,0.78,>opitutales_genome3|117569 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05957 L-threonine 3-dehydrogenase [Carbon Cycle
83,1132,1132_MSA.fa.ufboot.ale.uml_rec,0,0.34,0,0.32,0.78,>opitutales_genome3|116664 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03858 ATP-binding protein (Bacteria; Spirochaetota; Spirochaetia; DSM-27196; Alkalispirochaetaceae; Alkalispirochaeta; Alkalispirochaeta)
83,278,278_MSA.fa.ufboot.ale.uml_rec,0,0,0,0.71,0.78,>opitutales_genome3|115286 [Paralogue] opitutales_genome3|opitutales_genome3.c0000.00325
83,3474,3474_MSA.fa.ufboot.ale.uml_rec,0,0.27,0,0.48,0.78,>opitutales_genome3|115196 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00073 porin (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Puniceicoccaceae; Puniceicoccus; Puniceicoccus)
83,3009,3009_MSA.fa.ufboot.ale.uml_rec,0,0.5,0.05,0.1,0.78,>opitutales_genome3|115460 [Paralogue] opitutales_genome3|opitutales_genome3.c0000.00843 helix-turn-helix transcriptional regulator (Bacteria; Verrucomicrobiota; Kiritimatiellae; JAFGHX01; JAFGHX01; JAFGHX01; JAFGHX01)
83,3022,3022_MSA.fa.ufboot.ale.uml_rec,0,0.46,0.04,0,0.77,>opitutales_genome3|115394 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00592 hypothetical protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Rariglobus; Rariglobus)
83,2657,2657_MSA.fa.ufboot.ale.uml_rec,0,0.77,0.02,0,0.77,>opitutales_genome3|116027 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02340 M14 family metallocarboxypeptidase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Akkermansiaceae; UBA985; UBA985)
83,2618,2618_MSA.fa.ufboot.ale.uml_rec,0,0.77,0,0,0.77,>opitutales_genome3|116700 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03962 phage holin family protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Lacunisphaera; Lacunisphaera)
83,4232,4232_MSA.fa.ufboot.ale.uml_rec,0,0.76,0,0.01,0.77,>opitutales_genome3|115425 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00693 alpha/beta hydrolase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; JAFAMB01; JAFAVN01; JAFAVN01)
83,2219,2219_MSA.fa.ufboot.ale.uml_rec,0,0.74,0,0,0.77,>opitutales_genome3|117817 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06476 tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; JACQFT01; JACQFT01)
83,6281,6281_MSA.fa.ufboot.ale.uml_rec,0,0.4,0.01,0.32,0.77,>opitutales_genome3|116034 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02357 hypothetical protein GXP33_04665 (Bacteria; Spirochaetota; Spirochaetia; SZUA-6; SZUA-6; SZUA-6; SZUA-6)
83,972,972_MSA.fa.ufboot.ale.uml_rec,0,0.2,0.01,0.02,0.77,>opitutales_genome3|115351 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00507 gfo/Idh/MocA family oxidoreductase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2421,2421_MSA.fa.ufboot.ale.uml_rec,0,0.63,0,0.01,0.77,>opitutales_genome3|115378 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00568 threonylcarbamoyl-AMP synthase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; ER46; ER46)
83,3244,3244_MSA.fa.ufboot.ale.uml_rec,0,0.61,0.05,0.03,0.77,>opitutales_genome3|117259 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05345 iron-sulfur cluster-binding protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; ER46; ER46)
83,1181,1181_MSA.fa.ufboot.ale.uml_rec,0,0.56,0,0.12,0.77,>opitutales_genome3|116313 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03059 alpha-E domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; J108; J108)
83,1589,1589_MSA.fa.ufboot.ale.uml_rec,0,0.54,0.01,0.01,0.77,>opitutales_genome3|117747 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06351 3-isopropylmalate dehydrogenase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Opitutus; Opitutus)
83,102,102_MSA.fa.ufboot.ale.uml_rec,0,0.3,0,0.22,0.77,>opitutales_genome3|116147 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02574 delta-60 repeat domain-containing protein (Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Pseudolysobacter; Pseudolysobacter)
83,176,176_MSA.fa.ufboot.ale.uml_rec,0,0.32,0,0.39,0.77,>opitutales_genome3|117639 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06072 ATP-binding protein (Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; Archangium; Archangium)
83,2153,2153_MSA.fa.ufboot.ale.uml_rec,0,0.05,0,0.03,0.77,>opitutales_genome3|116670 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03865 DNA polymerase III subunit delta (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; EW11; EW11)
83,5458,5458_MSA.fa.ufboot.ale.uml_rec,0,0.06,0,0.69,0.77,>opitutales_genome3|117264 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05356 hypothetical protein HYS13_19905 (Bacteria; Planctomycetota; Planctomycetia; Pirellulales; JACOUI01; JACOUI01; JACOUI01)
83,6305,6305_MSA.fa.ufboot.ale.uml_rec,0,0.28,0,0.28,0.77,>opitutales_genome3|115230 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00137 DoxX family membrane protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,4963,4963_MSA.fa.ufboot.ale.uml_rec,0.02,0.31,0.01,0.37,0.76,>opitutales_genome3|115793 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01814 EamA family transporter (Bacteria; Proteobacteria; Gammaproteobacteria; Thiohalobacterales; Thiohalobacteraceae; Thiohalobacter; Thiohalobacter)
83,2902,2902_MSA.fa.ufboot.ale.uml_rec,0,0.01,0.02,0,0.76,#N/A
83,4396,4396_MSA.fa.ufboot.ale.uml_rec,0,0.47,0.02,0.15,0.76,>opitutales_genome3|116961 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04565 erythromycin esterase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; UBA10450; UBA10450; UBA10450)
83,5442,5442_MSA.fa.ufboot.ale.uml_rec,0,0.32,0.02,0.21,0.76,>opitutales_genome3|116303 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03032 ATP-binding protein (Bacteria; Desulfobacterota; Desulfuromonadia; Geobacterales; Geobacteraceae; Geomobilibacter; Geomobilibacter)
83,1820,1820_MSA.fa.ufboot.ale.uml_rec,0,0.74,0.04,0.05,0.76,>opitutales_genome3|115231 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00139 efflux RND transporter periplasmic adaptor subunit (Bacteria; Proteobacteria; Gammaproteobacteria; Nitrococcales; Halorhodospiraceae; Alkalilimnicola; Alkalilimnicola)
83,2040,2040_MSA.fa.ufboot.ale.uml_rec,0,0.22,0.01,0.02,0.76,>opitutales_genome3|116682 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03885 aminomethyl-transferring glycine dehydrogenase subunit GcvPB (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; UBA953; UBA953; UBA953)
83,6306,6306_MSA.fa.ufboot.ale.uml_rec,0,0.35,0.01,0.3,0.76,>opitutales_genome3|117510 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05793 sialidase (Bacteria; Planctomycetota; Planctomycetia; Pirellulales; Thermoguttaceae; JAAYAY01; JAAYAY01)
83,1122,1122_MSA.fa.ufboot.ale.uml_rec,0,0.12,0,0.36,0.76,>opitutales_genome3|116947 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04540 RluA family pseudouridine synthase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; KCTC-12870; Cerasicoccus; Cerasicoccus)
83,2183,2183_MSA.fa.ufboot.ale.uml_rec,0,0.46,0,0.02,0.76,>opitutales_genome3|115635 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01332 outer membrane protein assembly factor BamD (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2386,2386_MSA.fa.ufboot.ale.uml_rec,0,0.37,0,0,0.76,>opitutales_genome3|117453 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05702 pyrroline-5-carboxylate reductase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; CAITWF01; CAITWF01)
83,6273,6273_MSA.fa.ufboot.ale.uml_rec,0,0.41,0,0.23,0.76,>opitutales_genome3|117767 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06388 DoxX family membrane protein (Bacteria; Bacteroidota; Rhodothermia; Rhodothermales; Salinibacteraceae; JAAAPH01; JAAAPH01)
83,4472,4472_MSA.fa.ufboot.ale.uml_rec,0.02,0.49,0.01,0.16,0.75,>opitutales_genome3|115519 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01000 DUF2339 domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA2377; UBA2377)
83,3700,3700_MSA.fa.ufboot.ale.uml_rec,0,0.46,0.07,0.04,0.75,>opitutales_genome3|115981 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02251 hypothetical protein (Bacteria; Cyanobacteria; Cyanobacteriia; Phormidesmiales; Phormidesmiaceae; Nodosilinea; Nodosilinea)
83,4066,4066_MSA.fa.ufboot.ale.uml_rec,0,0.23,0.03,0.01,0.75,>opitutales_genome3|115963 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02211 NnrS family protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; SLCJ01; JAAGVW01; JAAGVW01)
83,1968,1968_MSA.fa.ufboot.ale.uml_rec,0,0.74,0,0,0.75,>opitutales_genome3|116025 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02338 type II secretion system protein GspG [Transport
83,2626,2626_MSA.fa.ufboot.ale.uml_rec,0,0.28,0.01,0.03,0.75,>opitutales_genome3|117464 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05718 acyl-CoA thioesterase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2807,2807_MSA.fa.ufboot.ale.uml_rec,0,0.14,0.01,0.04,0.75,>opitutales_genome3|115572 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01149 arsenate reductase family protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; DEV007; Arctic95D-9; Arctic95D-9)
83,3250,3250_MSA.fa.ufboot.ale.uml_rec,0,0.48,0.01,0.01,0.75,>opitutales_genome3|116024 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02337 TPA
83,3946,3946_MSA.fa.ufboot.ale.uml_rec,0,0.6,0,0.13,0.75,>opitutales_genome3|115374 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00563 hypothetical protein EXS35_04735 [Transport
83,765,765_MSA.fa.ufboot.ale.uml_rec,0,0.56,0.04,0.01,0.75,>opitutales_genome3|115561 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01125 SDR family NAD(P)-dependent oxidoreductase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Puniceicoccaceae; Puniceicoccus; Puniceicoccus)
83,2028,2028_MSA.fa.ufboot.ale.uml_rec,0,0.52,0,0.02,0.75,>opitutales_genome3|116937 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04507 3-deoxy-manno-octulosonate cytidylyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Nibricoccus; Nibricoccus)
83,4,4_MSA.fa.ufboot.ale.uml_rec,0.17,0.15,0.04,0.27,0.74,>opitutales_genome3|117189 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05173 sulfatase-like hydrolase/transferase (Bacteria; Planctomycetota; Phycisphaerae; Sedimentisphaerales; SG8-4; PLanc-01; PLanc-01)
83,2685,2685_MSA.fa.ufboot.ale.uml_rec,0,0.44,0.04,0.03,0.74,>opitutales_genome3|117265 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05358 arsenate reductase ArsC
83,1688,1688_MSA.fa.ufboot.ale.uml_rec,0,0.73,0.01,0.01,0.74,>opitutales_genome3|116356 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03147 NAD-dependent DNA ligase LigA (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Lacunisphaera; Lacunisphaera)
83,2591,2591_MSA.fa.ufboot.ale.uml_rec,0,0.05,0.01,0,0.74,#N/A
